1	532092
2	184904
3	98026
4	61340
5	42425
6	32156
7	25432
8	20944
9	17485
10	14771
11	13025
12	11522
13	10432
14	9333
15	8353
16	7773
17	7011
18	6656
19	6069
20	5712
21	5356
22	5060
23	4851
24	4461
25	4324
26	4121
27	3842
28	3716
29	3558
30	3416
31	3173
32	3036
33	3039
34	2884
35	2733
36	2556
37	2593
38	2475
39	2373
40	2350
41	2264
42	2078
43	2201
44	2046
45	2033
46	1843
47	1889
48	1853
49	1763
50	1679
51	1729
52	1649
53	1573
54	1617
55	1549
56	1482
57	1532
58	1343
59	1413
60	1410
61	1368
62	1285
63	1349
64	1242
65	1282
66	1191
67	1228
68	1148
69	1137
70	1140
71	1124
72	1090
73	1078
74	1053
75	1041
76	1023
77	1020
78	1075
79	968
80	993
81	923
82	957
83	863
84	889
85	856
86	879
87	913
88	897
89	860
90	853
91	783
92	854
93	824
94	822
95	829
96	757
97	748
98	802
99	756
100	730
101	814
102	723
103	704
104	736
105	737
106	676
107	723
108	713
109	682
110	651
111	705
112	666
113	667
114	662
115	640
116	613
117	696
118	659
119	662
120	617
121	668
122	614
123	631
124	602
125	634
126	635
127	580
128	607
129	576
130	585
131	611
132	601
133	633
134	570
135	616
136	600
137	566
138	581
139	622
140	576
141	591
142	589
143	601
144	615
145	589
146	583
147	564
148	624
149	562
150	569
151	603
152	550
153	591
154	587
155	608
156	572
157	587
158	616
159	594
160	604
161	654
162	680
163	635
164	583
165	615
166	652
167	662
168	695
169	674
170	718
171	667
172	746
173	697
174	756
175	694
176	772
177	776
178	802
179	800
180	826
181	882
182	859
183	958
184	951
185	1074
186	1115
187	1221
188	1369
189	1450
190	1632
191	1913
192	2345
193	2954
194	4475
195	9457
