1	327295
2	100504
3	55554
4	36022
5	27131
6	21746
7	17974
8	15159
9	13368
10	12085
11	10565
12	9617
13	8524
14	7775
15	7073
16	6492
17	5848
18	5594
19	5154
20	4787
21	4529
22	4258
23	3928
24	3872
25	3514
26	3312
27	3158
28	2992
29	2990
30	2772
31	2623
32	2629
33	2558
34	2389
35	2296
36	2251
37	2101
38	2047
39	2008
40	1846
41	1764
42	1875
43	1693
44	1588
45	1574
46	1578
47	1544
48	1441
49	1423
50	1362
51	1346
52	1300
53	1190
54	1253
55	1204
56	1172
57	1139
58	1154
59	1063
60	1031
61	1018
62	984
63	983
64	986
65	938
66	909
67	875
68	877
69	851
70	866
71	843
72	823
73	826
74	850
75	800
76	770
77	761
78	807
79	763
80	726
81	775
82	748
83	755
84	713
85	728
86	687
87	711
88	666
89	668
90	634
91	645
92	610
93	594
94	585
95	627
96	580
97	587
98	584
99	600
100	569
101	605
102	595
103	584
104	545
105	570
106	559
107	548
108	552
109	482
110	531
111	566
112	549
113	565
114	523
115	502
116	504
117	502
118	479
119	467
120	472
121	498
122	494
123	494
124	499
125	480
126	484
127	458
128	450
129	440
130	436
131	428
132	408
133	414
134	417
135	428
136	416
137	456
138	382
139	440
140	392
141	396
142	394
143	412
144	381
145	349
146	427
147	364
148	402
149	406
150	370
151	417
152	411
153	398
154	403
155	411
156	391
157	409
158	395
159	378
160	405
161	351
162	359
163	412
164	374
165	356
166	384
167	414
168	385
169	337
170	340
171	331
172	339
173	368
174	328
175	329
176	353
177	336
178	353
179	359
180	339
181	375
182	337
183	359
184	343
185	366
186	311
187	381
188	368
189	356
190	361
191	374
192	345
193	367
194	360
195	335
196	343
197	366
198	351
199	331
200	299
201	355
202	349
203	365
204	341
205	338
206	327
207	343
208	332
209	352
210	319
211	313
212	341
213	333
214	329
215	339
216	339
217	343
218	353
219	391
220	355
221	336
222	363
223	384
224	379
225	364
226	380
227	350
228	356
229	367
230	368
231	348
232	371
233	383
234	365
235	370
236	371
237	371
238	360
239	353
240	356
241	362
242	406
243	375
244	387
245	364
246	395
247	414
248	360
249	386
250	353
251	365
252	379
253	390
254	371
255	367
256	375
257	400
258	398
259	370
260	376
261	391
262	396
263	455
264	434
265	378
266	465
267	400
268	437
269	425
270	445
271	476
272	473
273	418
274	430
275	433
276	414
277	468
278	493
279	454
280	491
281	456
282	494
283	477
284	541
285	486
286	481
287	492
288	479
289	483
290	514
291	487
292	533
293	575
294	512
295	555
296	537
297	549
298	647
299	578
300	637
301	664
302	672
303	711
304	694
305	659
306	651
307	661
308	740
309	702
310	751
311	801
312	818
313	750
314	789
315	816
316	833
317	909
318	900
319	873
320	911
321	964
322	1056
323	1134
324	1188
325	1209
326	1262
327	1313
328	1375
329	1425
330	1496
331	1715
332	1730
333	1831
334	1955
335	2095
336	2248
337	2482
338	2736
339	2963
340	3632
341	4568
342	6131
343	10011
344	24740
