1	11331
2	3020
3	832
4	319
5	158
6	133
7	92
8	143
9	68
10	56
11	34
12	44
13	79
14	40
15	28
16	66
17	46
18	47
19	32
20	27
21	35
22	29
23	14
24	42
25	23
26	26
27	15
28	18
29	28
30	18
31	15
32	15
33	8
34	18
35	16
36	13
37	7
38	17
39	15
40	11
41	11
42	8
43	11
44	12
45	151
46	9
47	12
48	9
49	10
50	5
51	7
52	8
53	7
54	5
55	8
56	9
57	9
58	23
59	9
60	25
61	15
62	14
63	8
64	15
65	10
66	16
67	16
68	11
69	13
70	7
71	13
72	6
73	12
74	6
75	9
76	11
77	14
78	9
79	16
80	13
81	10
82	8
83	6
84	6
85	10
86	10
87	18
88	8
89	11
90	7
91	11
92	9
93	13
94	38
95	9
96	7
97	12
98	9
99	10
100	1
101	8
102	10
103	10
104	8
105	5
106	8
107	8
108	11
109	10
110	8
111	9
112	12
113	14
114	11
115	6
116	11
117	6
118	10
119	7
120	10
121	12
122	4
123	7
124	8
125	9
126	13
127	12
128	11
129	14
130	16
131	18
132	8
133	15
134	12
135	27
136	37
137	30
138	26
139	26
140	20
141	17
142	21
143	28
144	36
145	29
146	30
147	30
148	50
149	104
150	160
151	856
152	3180
153	4585
154	1321
155	229
