1	293456
2	181376
3	130632
4	99855
5	78471
6	62780
7	51716
8	43075
9	36186
10	30954
11	27050
12	22921
13	20201
14	17694
15	15913
16	14400
17	12880
18	11642
19	10697
20	9637
21	9025
22	8378
23	7599
24	7185
25	6731
26	6579
27	6289
28	5914
29	5700
30	5402
31	5202
32	5219
33	5075
34	4951
35	4899
36	5036
37	5009
38	4937
39	4967
40	5100
41	5078
42	5165
43	5613
44	5754
45	5795
46	6238
47	6633
48	6725
49	7422
50	8011
51	8964
52	10196
53	18312
