1	77671
2	19162
3	6751
4	3361
5	1593
6	1419
7	1030
8	1456
9	816
10	600
11	464
12	404
13	742
14	449
15	338
16	754
17	504
18	458
19	342
20	282
21	247
22	249
23	218
24	358
25	253
26	197
27	174
28	147
29	190
30	139
31	122
32	125
33	118
34	151
35	155
36	125
37	112
38	121
39	106
40	116
41	106
42	81
43	104
44	105
45	548
46	98
47	79
48	68
49	59
50	75
51	65
52	63
53	58
54	64
55	86
56	68
57	76
58	182
59	127
60	279
61	139
62	161
63	157
64	138
65	139
66	134
67	154
68	127
69	115
70	102
71	105
72	86
73	114
74	88
75	94
76	87
77	92
78	88
79	95
80	74
81	94
82	95
83	87
84	76
85	86
86	81
87	95
88	86
89	108
90	84
91	75
92	82
93	94
94	177
95	85
96	64
97	62
98	71
99	71
100	60
101	66
102	66
103	59
104	77
105	65
106	72
107	60
108	83
109	78
110	78
111	59
112	64
113	76
114	67
115	60
116	86
117	75
118	75
119	77
120	90
121	74
122	94
123	82
124	84
125	87
126	108
127	118
128	112
129	114
130	110
131	119
132	143
133	124
134	123
135	204
136	296
137	263
138	210
139	156
140	148
141	138
142	155
143	224
144	229
145	286
146	341
147	351
148	440
149	745
150	1272
151	5910
152	21173
153	26780
154	10502
155	2421
