1	2184656
2	788694
3	421725
4	266226
5	186565
6	140906
7	111612
8	91337
9	77581
10	66077
11	57522
12	51292
13	45832
14	41342
15	37289
16	34084
17	31734
18	29543
19	27066
20	25672
21	23986
22	22538
23	21204
24	20172
25	19096
26	18340
27	17359
28	16332
29	15655
30	15120
31	14403
32	13837
33	13177
34	12821
35	12387
36	11825
37	11489
38	10971
39	10732
40	10530
41	10098
42	9572
43	9410
44	9295
45	9033
46	8668
47	8423
48	8238
49	7921
50	7758
51	7615
52	7552
53	7161
54	7295
55	6921
56	6759
57	6631
58	6427
59	6381
60	6127
61	6110
62	5898
63	5916
64	5790
65	5696
66	5582
67	5439
68	5310
69	5249
70	5300
71	5171
72	4909
73	4973
74	4809
75	4856
76	4674
77	4634
78	4592
79	4586
80	4473
81	4395
82	4379
83	4113
84	4153
85	4086
86	4015
87	4151
88	3963
89	3922
90	3873
91	3818
92	3821
93	3829
94	3806
95	3645
96	3597
97	3531
98	3512
99	3573
100	3391
101	3473
102	3350
103	3347
104	3342
105	3441
106	3249
107	3237
108	3143
109	3204
110	3130
111	3165
112	3066
113	3069
114	3130
115	3016
116	2991
117	3030
118	3065
119	2972
120	2955
121	2850
122	2883
123	2858
124	2881
125	2805
126	2912
127	2825
128	2868
129	2807
130	2779
131	2790
132	2697
133	2831
134	2699
135	2742
136	2780
137	2730
138	2702
139	2833
140	2676
141	2712
142	2721
143	2804
144	2842
145	2718
146	2736
147	2667
148	2742
149	2697
150	2800
151	2746
152	2703
153	2655
154	2749
155	2791
156	2812
157	2890
158	2851
159	2851
160	2792
161	2932
162	3009
163	3050
164	2921
165	2998
166	3137
167	3077
168	3163
169	3117
170	3259
171	3213
172	3353
173	3335
174	3519
175	3548
176	3562
177	3670
178	3841
179	3908
180	4109
181	4235
182	4436
183	4662
184	4907
185	5148
186	5535
187	6114
188	6650
189	7447
190	8224
191	9750
192	12216
193	16337
194	24654
195	53376
