1	4051753
2	1970264
3	1081324
4	658056
5	429708
6	300350
7	224772
8	173565
9	141850
10	119271
11	106066
12	96863
13	106212
14	68935
15	61864
16	57684
17	54922
18	52856
19	53061
20	64564
21	45469
22	42920
23	41644
24	41080
25	40693
26	41588
27	48985
28	44719
29	44666
30	45137
31	47210
32	50056
33	54358
34	60504
35	70444
36	87246
37	114744
38	171487
39	301313
