1	1551
2	376
3	241
4	196
5	121
6	111
7	171
8	292
9	120
10	145
11	183
12	195
13	300
14	212
15	140
16	171
17	340
18	106
19	182
20	183
21	152
22	479
23	234
24	181
25	214
26	116
27	62
28	36
29	73
30	56
31	23
32	42
33	69
34	183
35	84
36	105
37	250
38	52
39	79
40	82
41	56
42	227
43	72
44	99
45	111
46	147
47	126
48	116
49	72
50	45
51	148
52	49
53	42
54	40
55	54
56	63
57	107
58	442
