# Joined estimation of psi, rho and misindent.
# VERSION: v1.0
# SFS Input: /home/schonufb/git_repos/usfs_mmc/main_dataanalysis/tempsfs.txt
# Phi Input: /home/schonufb/git_repos/usfs_mmc/main_dataanalysis/phi_tables_smallpsi/phi.table.BASU_SFS.txt
# sampleSize: 37
# noDataSets: 1
# minPsi: 0
# maxPsi: 0.2
# noStepsPsi: 20
# minRho: 0
# maxRho: 30
# noStepsRho: 60
# noIncongruentSites: 29934
# minMisIdent: 0
# maxMisIdent: 0.2
# noStepsMisIdent: 20
# lumping: 0
# folded: 0

#dataSet	Alpha	Rho	MisIdent	LogL	L2_Abs	L1_Abs
1	0	0	0	-75046.480887475016061	26381.475346809464099	79708.098621075419942
1	0	0	0.01	-116128.20167674071854	26214.798486581796169	78952.160199796577217
1	0	0	0.02	-92512.947521005233284	26053.82089069270296	78232.646156828530366
1	0	0	0.03	-78511.559455299808178	25898.648833692623157	77522.751972899015527
1	0	0	0.04	-68716.729552778007928	25749.387272554457013	76812.857788969529793
1	0	0	0.05	-61344.97059518203605	25606.139566664067388	76102.963605040014954
1	0	0	0.06	-55564.929083728173282	25469.007189079780801	75393.06942111052922
1	0	0	0.07	-50915.455995139607694	25338.089430376243399	74683.175237181028933
1	0	0	0.08	-47111.974970464245416	25213.483096560052218	73973.281053251499543
1	0	0	0.09	-43965.672694967361167	25095.28220271139071	73263.386869322013808
1	0	0	0.1	-41344.505346033140086	24983.577664164818998	72553.492685392528074
1	0	0	0.11	-39152.362054120923858	24878.456987189059873	71843.598501463013235
1	0	0	0.12	-37317.051737511064857	24780.003961256850744	71133.704317533527501
1	0	0	0.13	-35782.956402935786173	24688.298355107886891	70423.810133604012663
1	0	0	0.14	-34506.321308295417111	24603.415618896677188	69756.210966536949854
1	0	0	0.15	-33452.116676536796149	24525.426594780034065	69199.398922366293846
1	0	0	0.16	-32591.878060812188778	24454.397238332141569	68642.586878195594181
1	0	0	0.17	-31902.178993724170141	24390.388353176713281	68121.802977093379013
1	0	0	0.18	-31363.525145498337224	24333.455341193090135	67685.307938991652918
1	0	0	0.19	-30959.537175578705501	24283.647970585625444	67252.069793237023987
1	0	0	0.2	-30676.336023883952294	24241.010164001912926	66818.831647482438711
1	0	0.5	0	-89377.179758105427027	25263.812122893028572	70723.191569113419973
1	0	0.5	0.01	-122571.17002975457581	24928.486938943537098	69796.826138514414197
1	0	0.5	0.02	-95010.324757213762496	24600.106116772920359	68870.460707915422972
1	0	0.5	0.03	-78553.894096122297924	24278.951432363490312	67944.0952773164463
1	0	0.5	0.04	-67052.174357124546077	23965.313395839624718	67017.729846717440523
1	0	0.5	0.05	-58410.288398543081712	23659.490938600571099	66130.479079458556953
1	0	0.5	0.06	-51640.764607551624067	23361.790997134667123	65260.928005098940048
1	0	0.5	0.07	-46194.597281058318913	23072.527982885843812	64391.376930739344971
1	0	0.5	0.08	-41733.558784005464986	22792.023127740667405	63521.825856379749894
1	0	0.5	0.09	-38034.008348668343388	22520.603695217592758	62652.274782020147541
1	0	0.5	0.1	-34940.193960367701948	22258.602048327269586	61782.723707660552463
1	0	0.5	0.11	-32339.240130712278187	22006.354566390979016	60913.17263330095011
1	0	0.5	0.12	-30146.726161612488795	21764.200404903527669	60043.621558941376861
1	0	0.5	0.13	-28297.87808444572147	21532.480094848717272	59174.070484581767232
1	0	0.5	0.14	-26741.934177152754273	21311.53398074566212	58304.519410222186707
1	0	0.5	0.15	-25438.400552425242495	21101.700500127135456	57434.968335862547974
1	0	0.5	0.16	-24354.481981660472229	20903.314311104400986	56721.132081612406182
1	0	0.5	0.17	-23463.270483645203058	20716.704279101581051	56078.87932474961417
1	0	0.5	0.18	-22742.437892493966501	20542.191338653166895	55436.626567886829434
1	0	0.5	0.19	-22173.272728839889169	20380.086251218279358	54794.373811024044699
1	0	0.5	0.2	-21739.957868362835143	20230.687285100400914	54152.121054161267239
1	0	1	0	-97198.681642187351827	25319.542253294584953	66345.592057401518105
1	0	1	0.01	-125409.53476235253038	24893.823509084872057	65298.766590662256931
1	0	1	0.02	-96036.196801242709626	24474.65284060635895	64251.941123922952102
1	0	1	0.03	-78590.862897658429574	24062.372456110239	63205.115657183698204
1	0	1	0.04	-66449.320574484590907	23657.342592662051175	62158.290190444429754
1	0	1	0.05	-57352.383297314110678	23259.942017516488704	61111.464723705132201
1	0	1	0.06	-50239.178444854042027	22870.568435251308983	60079.392754075684934
1	0	1	0.07	-44522.470071790157817	22489.638774921113509	59062.808547994456603
1	0	1	0.08	-39841.944211725494824	22117.589328021142137	58052.762444270003471
1	0	1	0.09	-35960.207221797201782	21754.875704567741195	57061.032404817371571
1	0	1	0.1	-32712.442759849363938	21401.972571261419944	56074.347476276576344
