# Joined estimation of psi, rho and misindent.
# VERSION: v1.0
# SFS Input: /home/schonufb/git_repos/usfs_mmc/main_dataanalysis/tempsfs.txt
# Phi Input: /home/schonufb/git_repos/usfs_mmc/main_dataanalysis/phi_tables_psi/phi.table.YRI_SFS.txt
# sampleSize: 215
# noDataSets: 1
# minPsi: 0
# maxPsi: 1
# noStepsPsi: 20
# minRho: 0
# maxRho: 25
# noStepsRho: 50
# noIncongruentSites: 105146
# minMisIdent: 0
# maxMisIdent: 0.15
# noStepsMisIdent: 15
# lumping: 0
# folded: 0

#dataSet	Alpha	Rho	MisIdent	LogL	L2_Abs	L1_Abs
1	0	0	0	-495026.2748454362154	982874.27399364917073	3176162.7537542395294
1	0	0	0.01	-533999.27301698923111	1015403.0527746126754	3160195.1642347560264
1	0	0	0.02	-831447.02390733361244	1050149.6073545815889	3172432.802264274098
1	0	0	0.03	-1189603.0616046637297	1086901.2619403314311	3338302.0030278125778
1	0	0	0.04	-1575488.4989284574986	1125461.605620336486	3554653.6330474875867
1	0	0	0.05	-1976936.7765012383461	1165651.1550978915766	3774050.8344568046741
1	0	0	0.06	-2387964.7793249338865	1207307.219465744216	3995686.4797087819315
1	0	0	0.07	-2805174.016945078969	1250283.2263550090138	4220061.1360884224996
1	0	0	0.08	-3226460.0373249202967	1294447.7151174522005	4449609.3761241286993
1	0	0	0.09	-3650444.9223272949457	1339683.1511138807982	4682060.2695863619447
1	0	0	0.1	-4076192.5416360199451	1385884.6707867004443	4917598.735351504758
1	0	0	0.11	-4503051.6920506060123	1432958.8316494734026	5156123.367364664562
1	0	0	0.12	-4930563.430457547307	1480822.4143429247197	5397246.5984384026378
1	0	0	0.13	-5358403.2744193524122	1529401.304293975234	5642561.0047781430185
1	0	0	0.14	-5786343.5529793202877	1578629.4668063623831	5890097.4847147138789
1	0	0	0.15	-6214228.0008474141359	1628448.020202083746	6141781.0051420228556
1	0	0.5	0	-490556.36514879763126	376365.48672098392854	1777482.5227768339682
1	0	0.5	0.01	-322363.51876223087311	349750.90105589031009	1546423.7011300062295
1	0	0.5	0.02	-543931.02523219585419	336844.99782109865919	1326246.6483544872608
1	0	0.5	0.03	-854145.36823470890522	339216.09469155344414	1248091.2646693254355
1	0	0.5	0.04	-1205372.0129795968533	356559.54875937080942	1249777.0091551779769
